,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact
3359,7 St & 3 Ave,40.67260298150126,-73.98983001708984,Pubs,Halyards,4.0,110,406 3rd Ave,(718) 532-8787
3360,Smith St & 9 St,40.6746957,-73.99785768,Brazilian,Santo Bruklin,4.5,258,548 Court St,(917) 909-1231
3361,Smith St & 9 St,40.6746957,-73.99785768,American (New),Buttermilk Channel,4.0,2036,524 Court St,(718) 852-8490
3362,Smith St & 9 St,40.6746957,-73.99785768,Argentine,El Mate,4.5,359,550 Court St,(718) 222-1102
3363,Smith St & 9 St,40.6746957,-73.99785768,Italian,Aromi,4.5,44,552 Court St,(347) 529-5752
3364,Smith St & 9 St,40.6746957,-73.99785768,Italian,Frankies 457 Spuntino,4.0,904,457 Court St,(718) 403-0033
3365,Smith St & 9 St,40.6746957,-73.99785768,Thai,Boran,4.5,269,462 Court St,(718) 490-0207
3366,Smith St & 9 St,40.6746957,-73.99785768,Italian,Cremini's - Aperitivo & Kitchen,4.5,63,521 Court St,(929) 305-2967
3367,Smith St & 9 St,40.6746957,-73.99785768,Thai,Ugly Baby,4.0,447,407 Smith St,(347) 689-3075
3368,Smith St & 9 St,40.6746957,-73.99785768,Ramen,Za-Ya Ramen,4.5,188,545 Court St,(347) 987-4103
3369,Smith St & 9 St,40.6746957,-73.99785768,Italian,Gersi,4.5,360,316 Court St,(347) 889-5077
3370,Smith St & 9 St,40.6746957,-73.99785768,Italian,Fragole Ristorante,4.5,428,394 Court St,(718) 522-7133
3371,Smith St & 9 St,40.6746957,-73.99785768,Bars,Travel Bar,4.5,58,520 Court St,(718) 858-2509
3372,Smith St & 9 St,40.6746957,-73.99785768,Grocery,Court Street Grocers,4.5,338,485 Court St,(718) 722-7229
3373,Smith St & 9 St,40.6746957,-73.99785768,Modern European,Baba's Pierogies,4.5,473,295 3rd Ave,(718) 222-0777
3374,Smith St & 9 St,40.6746957,-73.99785768,American (New),Luana’s Tavern,4.5,15,449 Court St,(929) 298-0321
3375,Smith St & 9 St,40.6746957,-73.99785768,Coffee & Tea,Le Petit Café,3.5,569,502 Court St,(718) 596-7060
3376,Smith St & 9 St,40.6746957,-73.99785768,Pizza,Peppino's Brick Oven Pizza & Restaurant,4.5,499,469 5th Ave,(718) 768-7244
3377,Smith St & 9 St,40.6746957,-73.99785768,Italian,Enoteca on Court,4.0,263,347 Court St,(718) 243-1000
3378,Smith St & 9 St,40.6746957,-73.99785768,Latin American,Surfish Bistro,4.0,440,550 3rd Ave,(718) 788-8070
3379,Smith St & 9 St,40.6746957,-73.99785768,Wine Bars,Franks Wine Bar,4.0,37,465 Court St,(718) 254-0327
3380,W 43 St & 10 Ave,40.76009437,-73.99461843,American (New),Bea,4.0,2878,403 W 43rd St,(212) 602-1910
3381,W 43 St & 10 Ave,40.76009437,-73.99461843,Latin American,Pio Pio 8,4.0,2579,604 10th Ave,(212) 459-2929
3382,W 43 St & 10 Ave,40.76009437,-73.99461843,Vietnamese,OBAO,4.0,4014,647 9th Ave,(212) 245-8880
3383,W 43 St & 10 Ave,40.76009437,-73.99461843,Cocktail Bars,Dutch Freds,4.5,2013,307 W 47th St,(646) 918-6923
3384,W 43 St & 10 Ave,40.76009437,-73.99461843,Thai,Valla Table,4.5,234,641 10th Ave,(212) 245-4601
3385,W 43 St & 10 Ave,40.76009437,-73.99461843,Latin American,La Pulperia Hell's Kitchen,4.0,890,623 9th Ave,(646) 669-8984
3386,W 43 St & 10 Ave,40.76009437,-73.99461843,Breakfast & Brunch,The Marshal,4.0,841,628 10th Ave,(212) 582-6300
3387,W 43 St & 10 Ave,40.76009437,-73.99461843,Pizza,Mama Mia 44 SW,4.0,851,621 9th Ave,(212) 315-4582
3388,W 43 St & 10 Ave,40.76009437,-73.99461843,Korean,Kochi,4.5,404,652 10th Ave,(646) 478-7308
3389,W 43 St & 10 Ave,40.76009437,-73.99461843,American (New),Hold Fast Kitchen & Spirits,4.5,603,364 W 46th St,(917) 261-6691
3390,W 43 St & 10 Ave,40.76009437,-73.99461843,Burgers,5 Napkin Burger,4.0,2367,630 9th Ave,(212) 757-2277
3391,W 43 St & 10 Ave,40.76009437,-73.99461843,Caribbean,Jasmine's Caribbean Cuisine,4.5,311,371 West 46th St,(646) 964-5337
3392,W 43 St & 10 Ave,40.76009437,-73.99461843,Latin American,Buena Vista Restaurant & Bar,4.5,372,536 9th Ave,(212) 388-5040
3393,W 43 St & 10 Ave,40.76009437,-73.99461843,American (New),West Bank Cafe,4.0,277,407 W 42nd St,(212) 695-6909
3394,W 43 St & 10 Ave,40.76009437,-73.99461843,American (New),The Brazen Tavern,4.5,435,356 W 44th St,(646) 678-5989
3395,W 43 St & 10 Ave,40.76009437,-73.99461843,Korean,Mari,4.5,156,679 9th Ave,(646) 649-3545
3396,W 43 St & 10 Ave,40.76009437,-73.99461843,Mediterranean,Mémé Mediterranean,4.0,391,607 10th Ave,(917) 262-0827
3397,W 43 St & 10 Ave,40.76009437,-73.99461843,Steakhouses,West Side Steakhouse,4.0,466,597 10th Ave,(212) 564-4803
3398,W 43 St & 10 Ave,40.76009437,-73.99461843,French,Chez Josephine,4.0,617,414 W 42nd St,(212) 594-1925
3399,W 43 St & 10 Ave,40.76009437,-73.99461843,Asian Fusion,Le Sia,4.5,135,651 9th Ave,(646) 559-5220
3400,12 Ave & W 40 St,40.76087502,-74.00277668,Burgers,Kings of Kobe,4.5,440,650 W 42nd St,(646) 370-5121
3401,12 Ave & W 40 St,40.76087502,-74.00277668,Italian,Ci Siamo,4.5,343,440 West 33rd St,(212) 219-6559
3402,12 Ave & W 40 St,40.76087502,-74.00277668,Seafood,North River Lobster Co,3.5,635,Pier 81 W 41st St,(212) 630-8831
3403,12 Ave & W 40 St,40.76087502,-74.00277668,Vietnamese,OBAO,4.0,4014,647 9th Ave,(212) 245-8880
3404,12 Ave & W 40 St,40.76087502,-74.00277668,Latin American,Buena Vista Restaurant & Bar,4.5,372,536 9th Ave,(212) 388-5040
3405,12 Ave & W 40 St,40.76087502,-74.00277668,American (New),Bea,4.0,2878,403 W 43rd St,(212) 602-1910
3406,12 Ave & W 40 St,40.76087502,-74.00277668,Bars,La Barca Cantina,3.5,119,Pier 81,(212) 630-8841
3407,12 Ave & W 40 St,40.76087502,-74.00277668,American (New),Peak,4.5,448,30 Hudson Yards,(332) 204-8540
3408,12 Ave & W 40 St,40.76087502,-74.00277668,Cocktail Bars,Juniper Bar,4.0,662,237 W 35th St,(212) 967-2511
3409,12 Ave & W 40 St,40.76087502,-74.00277668,Korean,Kochi,4.5,404,652 10th Ave,(646) 478-7308
3410,12 Ave & W 40 St,40.76087502,-74.00277668,Steakhouses,Steak Frites Bistro,4.5,101,496 9th Ave,(929) 614-5070
3411,12 Ave & W 40 St,40.76087502,-74.00277668,Japanese,Chef's Table at Brooklyn Fare,4.5,667,431 W 37th St,(212) 216-9700
3412,12 Ave & W 40 St,40.76087502,-74.00277668,Boat Charters,World Yacht,3.5,83,Pier 81,(212) 630-8100
3413,12 Ave & W 40 St,40.76087502,-74.00277668,Latin American,Pio Pio 8,4.0,2579,604 10th Ave,(212) 459-2929
3414,12 Ave & W 40 St,40.76087502,-74.00277668,Breakfast & Brunch,The Marshal,4.0,841,628 10th Ave,(212) 582-6300
3415,12 Ave & W 40 St,40.76087502,-74.00277668,Bars,Print,4.0,925,653 11th Ave,(212) 757-2224
3416,12 Ave & W 40 St,40.76087502,-74.00277668,Bars,District Social,4.0,731,252 W 37th St,(212) 994-9599
3417,12 Ave & W 40 St,40.76087502,-74.00277668,Thai,Valla Table,4.5,234,641 10th Ave,(212) 245-4601
3418,12 Ave & W 40 St,40.76087502,-74.00277668,Italian,IL Punto Ristorante,4.5,460,507 9th Ave,(212) 244-0088
3419,12 Ave & W 40 St,40.76087502,-74.00277668,Pizza,Corner Slice,4.0,161,600 11th Ave,(212) 956-9339
3420,11 Ave & W 27 St,40.751396,-74.005226,Cuban,Calle Dao Chelsea,4.5,1040,461 W 23rd St,(212) 414-4104
3421,11 Ave & W 27 St,40.751396,-74.005226,Italian,Ci Siamo,4.5,343,440 West 33rd St,(212) 219-6559
3422,11 Ave & W 27 St,40.751396,-74.005226,Cocktail Bars,Gallow Green,3.5,925,542 W 27th St,(212) 904-1880
3423,11 Ave & W 27 St,40.751396,-74.005226,Mexican,Kahlo,4.0,241,525 West 29th St,(212) 256-0083
3424,11 Ave & W 27 St,40.751396,-74.005226,Seafood,Hav & Mar,4.0,103,245 11th Ave,(212) 328-8041
3425,11 Ave & W 27 St,40.751396,-74.005226,Italian,Ovest Pizzoteca by Luzzo's,4.0,606,513 W 27th St,(212) 967-4392
3426,11 Ave & W 27 St,40.751396,-74.005226,Greek,Death Ave,4.0,658,315 10th Ave,(212) 695-8080
3427,11 Ave & W 27 St,40.751396,-74.005226,Seafood,The Mermaid Inn - Chelsea,4.5,116,227 10th Ave,(212) 999-5939
3428,11 Ave & W 27 St,40.751396,-74.005226,Burgers,Whitmans Hudson Yards,4.0,301,331 10th Ave,(212) 837-1416
3429,11 Ave & W 27 St,40.751396,-74.005226,Middle Eastern,Shukette,4.5,324,230 9th Ave,(212) 837-1416
3430,11 Ave & W 27 St,40.751396,-74.005226,Argentine,Porteno Restaurant,4.0,416,299 10th Ave,(212) 695-9694
3431,11 Ave & W 27 St,40.751396,-74.005226,American (New),Peak,4.5,448,30 Hudson Yards,(332) 204-8540
3432,11 Ave & W 27 St,40.751396,-74.005226,Ramen,Kame,4.5,768,330 8th Ave,(917) 391-8587
3433,11 Ave & W 27 St,40.751396,-74.005226,Latin American,Buena Vista Restaurant & Bar,4.5,372,536 9th Ave,(212) 388-5040
3434,11 Ave & W 27 St,40.751396,-74.005226,Bars,Worthwild,4.5,172,156 9th Ave,(718) 942-9385
3435,11 Ave & W 27 St,40.751396,-74.005226,Mediterranean,Zou Zou’s,4.0,280,385 9th Ave,(212) 380-8585
3436,11 Ave & W 27 St,40.751396,-74.005226,Seafood,Estiatorio Milos,4.0,306,20 Hudson Yards,(646) 907-1970
3437,11 Ave & W 27 St,40.751396,-74.005226,Spanish,Mercado Little Spain,3.5,559,10 Hudson Yards,(646) 495-1242
3438,11 Ave & W 27 St,40.751396,-74.005226,Bars,DDOBAR,4.5,32,601 W 26th St,(212) 589-8185
3439,11 Ave & W 27 St,40.751396,-74.005226,American (New),Cookshop,4.0,2315,156 10th Ave,(212) 924-4440
3440,21 St & 31 Dr,40.7659,-73.930819,Cocktail Bars,Trestle,4.5,548,34-02 Broadway,(347) 808-0290
3441,21 St & 31 Dr,40.7659,-73.930819,Vietnamese,District Saigon,4.5,763,37-15 Broadway,(718) 956-0007
3442,21 St & 31 Dr,40.7659,-73.930819,Mexican,Fresco's Cantina,4.5,291,12-14 31st Ave,(347) 808-7338
3443,21 St & 31 Dr,40.7659,-73.930819,Thai,Pye Boat Noodle,4.5,1035,35-13 Broadway,(718) 685-2329
3444,21 St & 31 Dr,40.7659,-73.930819,Cocktail Bars,Botte Bar,4.5,163,25-07 Broadway,(718) 433-9079
3445,21 St & 31 Dr,40.7659,-73.930819,Breakfast & Brunch,Sanfords Astoria,4.0,1149,30-13 Broadway,(718) 932-9569
3446,21 St & 31 Dr,40.7659,-73.930819,Mexican,Ruta Oaxaca Mexican Cuisine,4.5,275,30 E Main St,(631) 569-2233
3447,21 St & 31 Dr,40.7659,-73.930819,Italian,Vite Vinosteria,4.5,689,31-05 34th St,(718) 278-8483
3448,21 St & 31 Dr,40.7659,-73.930819,Salvadoran,Salvatoria Kitchen & Bar,4.5,269,31-18 Broadway,(718) 777-2829
3449,21 St & 31 Dr,40.7659,-73.930819,Italian,Vesta,4.5,755,21-02 30th Ave,(718) 545-5550
3450,21 St & 31 Dr,40.7659,-73.930819,Greek,Aliada,4.0,462,2919 Broadway,(718) 932-2240
3451,21 St & 31 Dr,40.7659,-73.930819,Cocktail Bars,Arcadia Bar & Kitchen,4.5,140,12-21 Astoria Blvd,(347) 730-6181
3452,21 St & 31 Dr,40.7659,-73.930819,Ramen,Tamashii Ramen,4.0,837,2905 Broadway,(718) 278-5888
3453,21 St & 31 Dr,40.7659,-73.930819,Afghan,Sami's Kabab House,4.5,542,35-57 Crescent St,(917) 832-7165
3454,21 St & 31 Dr,40.7659,-73.930819,American (New),Halsey's,4.5,152,3095 33rd St,(718) 267-2735
3455,21 St & 31 Dr,40.7659,-73.930819,Pubs,Cronin & Phelan's,4.5,219,38-14 Broadway,(718) 545-8999
3456,21 St & 31 Dr,40.7659,-73.930819,Mediterranean,Anassa Taverna Astoria,4.5,210,28-10 Astoria Blvd,(718) 721-5050
3457,21 St & 31 Dr,40.7659,-73.930819,Diners,Bel Aire Diner,3.0,629,31-91 21st St,(718) 721-3160
3458,21 St & 31 Dr,40.7659,-73.930819,American (New),Oliver's Astoria,4.0,621,3719 Broadway,(718) 806-1476
3459,21 St & 31 Dr,40.7659,-73.930819,Seafood,Amylos Taverna,4.0,413,33-19 Broadway,(718) 215-0228
3460,Carroll St & Franklin Ave,40.6679411,-73.9588,Pizza,Barboncino Pizza & Bar,4.5,1138,781 Franklin Ave,(718) 483-8834
3461,Carroll St & Franklin Ave,40.6679411,-73.9588,Vegetarian,Ital Kitchen,4.5,157,1032 Union St,(347) 405-9727
3462,Carroll St & Franklin Ave,40.6679411,-73.9588,Bars,Franklin820,4.0,82,820 Franklin Ave,(718) 708-4113
3463,Carroll St & Franklin Ave,40.6679411,-73.9588,French,Oxalis,4.5,246,791 Washington Ave,(347) 627-8298
3464,Carroll St & Franklin Ave,40.6679411,-73.9588,Italian,Aita Trattoria,4.0,242,798A Franklin Ave,(917) 966-2670
3465,Carroll St & Franklin Ave,40.6679411,-73.9588,Ethiopian,Ras Plant Based,5.0,347,739 Franklin Ave,(718) 701-8801
3466,Carroll St & Franklin Ave,40.6679411,-73.9588,Hungarian,Agi's Counter,4.5,76,818 Franklin Ave,(718) 822-7833
3467,Carroll St & Franklin Ave,40.6679411,-73.9588,American (New),Arden,5.0,63,788 Franklin Ave,(718) 484-3266
3468,Carroll St & Franklin Ave,40.6679411,-73.9588,Cocktail Bars,Altar,4.5,67,645 Sterling Pl,(718) 484-3266
3469,Carroll St & Franklin Ave,40.6679411,-73.9588,Soul Food,Cornbread Brooklyn,4.5,288,409 Eastern Pkwy,(718) 484-3266
3470,Carroll St & Franklin Ave,40.6679411,-73.9588,Thai,Amy Thai Bistro,4.5,301,545 Flatbush Ave,(718) 462-1555
3471,Carroll St & Franklin Ave,40.6679411,-73.9588,Breakfast & Brunch,ViaRoma,4.5,41,619 St Johns Pl,(347) 350-7758
3472,Carroll St & Franklin Ave,40.6679411,-73.9588,Mexican,Chavela's,4.0,1283,736 Franklin Ave,(718) 622-3100
3473,Carroll St & Franklin Ave,40.6679411,-73.9588,American (New),Mayfield,4.0,614,688 Franklin Ave,(347) 318-3643
3474,Carroll St & Franklin Ave,40.6679411,-73.9588,Cajun/Creole,Lowerline,4.5,251,794 Washington Ave,(347) 533-7110
3475,Carroll St & Franklin Ave,40.6679411,-73.9588,Pizza,Joe & Sal's Pizza,4.0,193,842 Franklin Ave,(718) 484-8732
3476,Carroll St & Franklin Ave,40.6679411,-73.9588,Italian,Camillo,4.0,200,1146 Nostrand Ave,(718) 576-6886
3477,Carroll St & Franklin Ave,40.6679411,-73.9588,French,Cafe Rue Dix,4.0,438,1451 Bedford Ave,(929) 234-2543
3478,Carroll St & Franklin Ave,40.6679411,-73.9588,Coffee & Tea,Ix Restaurant,4.5,199,43 Lincoln Rd,(347) 533-6920
3479,Carroll St & Franklin Ave,40.6679411,-73.9588,Botanical Gardens,Brooklyn Botanic Garden,4.5,1031,990 Washington Ave,(718) 623-7200
3480,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Thai,Amy Thai Bistro,4.5,301,545 Flatbush Ave,(718) 462-1555
3481,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Pizza,Barboncino Pizza & Bar,4.5,1138,781 Franklin Ave,(718) 483-8834
3482,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,French,Oxalis,4.5,246,791 Washington Ave,(347) 627-8298
3483,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Coffee & Tea,Ix Restaurant,4.5,199,43 Lincoln Rd,(347) 533-6920
3484,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,"Beer, Wine & Spirits",Names,4.0,190,453 Rogers Ave,(718) 513-0698
3485,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Italian,Camillo,4.0,200,1146 Nostrand Ave,(718) 576-6886
3486,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,American (New),Arden,5.0,63,788 Franklin Ave,(718) 484-3266
3487,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Vegetarian,Ital Kitchen,4.5,157,1032 Union St,(347) 405-9727
3488,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Seafood,Black Nile,4.5,366,705 Flatbush Ave,(347) 879-8911
3489,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Soul Food,Cornbread Brooklyn,4.5,288,409 Eastern Pkwy,(347) 879-8911
3490,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Italian,Aita Trattoria,4.0,242,798A Franklin Ave,(917) 966-2670
3491,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Breakfast & Brunch,Bonafini,4.0,428,663 Flatbush Ave,(347) 770-9746
3492,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Haitian,Zanmi,4.0,338,1206 Nostrand Ave,(718) 676-1047
3493,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Middle Eastern,Kulushkat,4.0,181,1137B Washington Ave,(347) 378-2514
3494,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Wine Bars,& Sons,4.5,30,447 Rogers Ave,(718) 281-0159
3495,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Sushi Bars,Silver Rice,4.5,117,575A Flatbush Ave,(347) 789-9875
3496,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Street Vendors,Smorgasburg - Prospect Park,4.5,346,Prospect Park,(347) 789-9875
3497,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,French,Risbo,4.0,245,701 Flatbush Ave,(347) 425-9116
3498,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Thai,MISC,4.0,228,758 Franklin Ave,(347) 663-4021
3499,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,Breakfast & Brunch,ViaRoma,4.5,41,619 St Johns Pl,(347) 350-7758
3500,35 St & Broadway,40.760339,-73.9222427,American (New),The Highwater,4.0,548,3420 Broadway,(917) 745-0407
3501,35 St & Broadway,40.760339,-73.9222427,Thai,Pye Boat Noodle,4.5,1035,35-13 Broadway,(718) 685-2329
3502,35 St & Broadway,40.760339,-73.9222427,Cocktail Bars,Trestle,4.5,548,34-02 Broadway,(347) 808-0290
3503,35 St & Broadway,40.760339,-73.9222427,Vietnamese,District Saigon,4.5,763,37-15 Broadway,(718) 956-0007
3504,35 St & Broadway,40.760339,-73.9222427,Mexican,Ruta Oaxaca Mexican Cuisine,4.5,275,30 E Main St,(631) 569-2233
3505,35 St & Broadway,40.760339,-73.9222427,American (New),Oliver's Astoria,4.0,621,3719 Broadway,(718) 806-1476
3506,35 St & Broadway,40.760339,-73.9222427,Seafood,Amylos Taverna,4.0,413,33-19 Broadway,(718) 215-0228
3507,35 St & Broadway,40.760339,-73.9222427,Italian,Vite Vinosteria,4.5,689,31-05 34th St,(718) 278-8483
3508,35 St & Broadway,40.760339,-73.9222427,Thai,Hero Thai-Izakaya,4.0,164,34-16 Broadway,(718) 932-8826
3509,35 St & Broadway,40.760339,-73.9222427,Bars,Astoria Bier and Cheese,4.5,375,34-14 Broadway,(718) 545-5588
3510,35 St & Broadway,40.760339,-73.9222427,Japanese,That Place,5.0,53,35-07 Broadway,(929) 593-7991
3511,35 St & Broadway,40.760339,-73.9222427,Salvadoran,Salvatoria Kitchen & Bar,4.5,269,31-18 Broadway,(718) 777-2829
3512,35 St & Broadway,40.760339,-73.9222427,Italian,Il Bambino,4.5,1319,34-08 31st Ave,(718) 626-0087
3513,35 St & Broadway,40.760339,-73.9222427,Pizza,Milkflower,4.5,760,3412 31st Ave,(718) 204-1300
3514,35 St & Broadway,40.760339,-73.9222427,Breakfast & Brunch,Sanfords Astoria,4.0,1149,30-13 Broadway,(718) 932-9569
3515,35 St & Broadway,40.760339,-73.9222427,Cocktail Bars,Sekend Sun,4.0,327,32-11 Broadway,(917) 745-0745
3516,35 St & Broadway,40.760339,-73.9222427,Cocktail Bars,Las Catrinas Mexican Bar & Eatery,4.0,464,32-02 Broadway,(917) 745-0969
3517,35 St & Broadway,40.760339,-73.9222427,Thai,Enthaice Thai Kitchen,4.0,771,33-20 31st Ave,(718) 932-1111
3518,35 St & Broadway,40.760339,-73.9222427,Modern European,Selo,5.0,105,33-05 Broadway,(718) 932-0101
3519,35 St & Broadway,40.760339,-73.9222427,Cafes,Cafe Turkiye,4.5,60,37-05  Bdwy,(718) 777-0200
3520,W 22 St & 8 Ave,40.74475148,-73.99915362,Spanish,Socarrat Paella Bar - Chelsea,4.0,1289,259 W 19th St,(212) 462-1000
3521,W 22 St & 8 Ave,40.74475148,-73.99915362,French,Loulou Petit Bistro & Speakeasy,4.0,523,176 8th Ave,(212) 337-9577
3522,W 22 St & 8 Ave,40.74475148,-73.99915362,Vegan,Willow Vegan Restaurant,4.5,331,199 8th Ave,(212) 929-2889
3523,W 22 St & 8 Ave,40.74475148,-73.99915362,Cuban,Calle Dao Chelsea,4.5,1040,461 W 23rd St,(212) 414-4104
3524,W 22 St & 8 Ave,40.74475148,-73.99915362,Dim Sum,Joy Love Club,4.5,142,232 8th Ave,(917) 388-3198
3525,W 22 St & 8 Ave,40.74475148,-73.99915362,Middle Eastern,Shukette,4.5,324,230 9th Ave,(917) 388-3198
3526,W 22 St & 8 Ave,40.74475148,-73.99915362,Ramen,Kame,4.5,768,330 8th Ave,(917) 391-8587
3527,W 22 St & 8 Ave,40.74475148,-73.99915362,American (New),Gramercy Tavern,4.5,3381,42 E 20th St,(212) 477-0777
3528,W 22 St & 8 Ave,40.74475148,-73.99915362,Bars,Worthwild,4.5,172,156 9th Ave,(718) 942-9385
3529,W 22 St & 8 Ave,40.74475148,-73.99915362,Thai,Thai Villa,4.5,4776,5 E 19th St,(212) 802-9999
3530,W 22 St & 8 Ave,40.74475148,-73.99915362,Mexican,Temerario,4.0,377,198 8th Ave,(212) 645-2100
3531,W 22 St & 8 Ave,40.74475148,-73.99915362,Italian,Zia Maria - Chelsea,4.0,330,318 W 23rd St,(212) 524-9200
3532,W 22 St & 8 Ave,40.74475148,-73.99915362,Gastropubs,Cooper's Craft & Cocktails,4.0,418,169 8th Ave,(646) 661-7711
3533,W 22 St & 8 Ave,40.74475148,-73.99915362,Italian,Don Angie,4.5,761,103 Greenwich Ave,(212) 889-8884
3534,W 22 St & 8 Ave,40.74475148,-73.99915362,Georgian,Chama Mama - New York,4.5,684,149 W 14th St,(646) 438-9007
3535,W 22 St & 8 Ave,40.74475148,-73.99915362,Dim Sum,Dim Sum Chelsea,4.5,171,236 8th Ave,(212) 645-0100
3536,W 22 St & 8 Ave,40.74475148,-73.99915362,Japanese,Asuka Sushi,4.0,1088,300 W 23rd St,(212) 727-0888
3537,W 22 St & 8 Ave,40.74475148,-73.99915362,Pizza,Lions & Tigers & Squares Detroit Pizza,4.0,550,268 W 23rd St,(917) 261-6772
3538,W 22 St & 8 Ave,40.74475148,-73.99915362,Seafood,Burger & Lobster - Flatiron NYC,4.0,5885,39 W 19th St,(646) 833-7532
3539,W 22 St & 8 Ave,40.74475148,-73.99915362,Whiskey Bars,The Copper Still Chelsea,4.0,107,206 7th Ave,(646) 596-8975
3540,E 51 St & 1 Ave,40.75455731,-73.96592976,American (New),The Smith,4.0,3132,956 2nd Ave,(212) 644-2700
3541,E 51 St & 1 Ave,40.75455731,-73.96592976,Seafood,Crave Fishbar,4.0,848,945 2nd Ave,(646) 895-9585
3542,E 51 St & 1 Ave,40.75455731,-73.96592976,Japanese,Tomi Jazz,4.5,758,239 E 53rd St,(646) 497-1254
3543,E 51 St & 1 Ave,40.75455731,-73.96592976,French,Copinette,4.0,224,891 1st Ave,(212) 903-4001
3544,E 51 St & 1 Ave,40.75455731,-73.96592976,Ramen,Nishida Sho-ten,4.0,906,302 E 49th St,(212) 308-0791
3545,E 51 St & 1 Ave,40.75455731,-73.96592976,Tacos,Tacovision,4.0,412,244 E 53rd St,(646) 921-1990
